X,Y,full_id,osm_id,osm_type,amenity,name:pl,source:amenity,internet_access:ssid,school:gender,max_age,internet_access,level,landcover,isced,bench,name:de,contact:instagram,addr:suburb,ref,school:for,loc_name,not:operator:wikidata,kindergarten,amenity_1,opening_hours,min_age,old_addr:place,old_addr:housenumber,mobile,facebook,toilets,int_name,description,postal_code,url,name:short,fee,note:pl,historic,tourism,height,roof:shape,old_name,toilets:wheelchair,wikimedia_commons,roof:levels,wheelchair,start_date,polling_station,addr:housename,source:geometry,source:building,name:en,fence_type,building:levels,religion,denomination,contact:facebook,check_date,full_name,fax,ref:regon,isced:level,grades,email,alt_name,education,source:addr,addr:street:sym_ul,addr:city:simc,barrier,official_name,landuse,operator:wikidata,operator:type,operator:short,operator,phone,wikipedia,wikidata,name:etymology:wikidata,addr:country,contact:fax,ref:rspo,contact:website,website,short_name,patron,contact:phone,contact:email,addr:street,type,name,building,addr:postcode,addr:place,addr:housenumber,addr:city,gmina,shapeISO,shapeID,shapeGroup,shapeType,powiat,shapeISO_2,shapeID_2,shapeGroup_2,shapeType_2
20.9511635793291,50.0177390939362,w904230726,"904230726",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-8,sekretsp11@umt.tarnow.pl,,,,,,,,,,,,,+48 14 622 15 85,,,,,,,,https://spi11.tarnow.pl/,,,,,Ignacego Mościckiego,,Szkoła Podstawowa Integracyjna Nr 11 im. Marii Dąbrowskiej w Tarnowie,,33-100,,177A,Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9902249779708,50.0094752687446,w912427931,"912427931",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szkoła Podstawowa nr 2 im. Stanisława Konarskiego,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
21.0060771877155,50.0165346804537,w915208884,"915208884",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skowronków,,Szkoła Podstawowa nr 5 im. Tadeusza Kościuszki,,33-100,,"8",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9991471762004,50.0127092760831,w919389137,"919389137",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pl-pl.facebook.com/ZskTarnow,,,,,Warzywna,,Katolicka Szkoła Podstawowa w Tarnowie,,,,"3",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9686748536586,50.0093737306733,w922525586,"922525586",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sekretsp1@umt.tarnow.pl,,,,,,,,,,,,,+48 14 636 37 40,,,,,,,,https://sp1tarnow.pl/,,,,,,,Szkoła Podstawowa nr 1 w Tarnowie im. Klementyny Hoffmanowej,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9977159573045,50.0156566449807,w922729020,"922729020",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szkoła Podstawowa nr 15 im. Gen. Józefa Bema,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9748548390875,50.0160270394235,w923054861,"923054861",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józefa Szujskiego,,Zespół Szkół Mechaniczno-Elektrycznych w Tarnowie,,33-100,,"13",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9706803861384,50.0196403452888,w923651733,"923651733",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sekretariat@sp18.tarnow.pl,,,,,,,,,,,,,+48 14 636 05 60,,,,,,,,http://sp18tarnow.szkolnastrona.pl/,,,,,3 Maja,,Szkoła Podstawowa nr 18 im. Jana Kochanowskiego w Tarnowie,,33-100,,"10",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9851844624433,50.0139605735241,w925741769,"925741769",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józefa Piłsudskiego,,I Liceum Ogólnokształcące im. K. Brodzińskiego w Tarnowie,,33-100,,"4",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9839279189599,50.0139015220969,w925741770,"925741770",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikołaja Kopernika,,Szkoła Podstawowa Nr 24 z Oddziałami Dwujęzycznymi im. Mikołaja Kopernika,,33-100,,"5",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9946891525983,50.0115174934394,w942717704,"942717704",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Zespół Szkół Plastycznych w Tarnowie,Q9390399,,,,,,,,,,,Stanisława Westwalewicza,,Zespół Szkół Plastycznych im. Artura Grottgera,,33-100,,"6",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9539411738522,50.0132952215556,w970937364,"970937364",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zespół Szkół Budowlanych w Tarnowie,,,,,,,,,https://zsb.tarnow.pl/,,,,,Siewna,,Zespół Szkół Budowlanych-Poligon Energooszczędności,,33-100,,"14",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9867643575007,50.0166920267374,w996453662,"996453662",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zespół Szkół Techniczno - Zawodowych,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9876739920192,50.0167556198844,w996453676,"996453676",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://zsb.tarnow.pl/,,,,,Legionów,,Zespół Szkół Budowlanych w Tarnowie,,33-100,,"15",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9841140517182,50.0130313309539,w999267221,"999267221",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikołaja Kopernika,,Szkoła Podstawowa nr 3 im. Marii Konopnickiej,,33-110,,"10",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.983135603459,50.0123736701721,w1000445096,"1000445096",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:VII Liceum Ogólnokształcące w Tarnowie,Q9367871,,,,,,,,,,,Stanisława Staszica,,VII Liceum Ogólnokształcące im. Stanisława Staszica w Tarnowie,,33-100,,"8",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.928184247445,49.9994932483081,w1002415845,"1002415845",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://zso1.edunet.tarnow.pl/pl,,,,,Cypriana Kamila Norwida,,Zespół Szkół Ogólnokształcących nr 1,,,,"22",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9920587989853,50.0448969678235,w1002562665,"1002562665",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sekretsp14@umt.tarnow.pl,,,,,,,,,,,,,+48 14 625 10 14,,,,,,,,https://szp14.pl/,,,,,,,Szkoła Podstawowa nr 14 im. Stefana Jaracza w Tarnowie,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9589503586018,50.002152749747,w1002574840,"1002574840",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zsn_sp@interia.pl,,,,,,,,,,,,,+48 14 656 03 43,,,,,,,,https://szkola19.pl/,,,,,,,Niepubliczna Szkoła Podstawowa im. Polskiej Marynarki Handlowej w Tarnowie,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9808480312629,50.0153941021799,w1004765349,"1004765349",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleja Solidarności,,XVI Liceum Ogólnokształcące im. Armii Krajowej w Tarnowie,,33-100,,"18",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9838175364372,50.0227073962957,w1018202848,"1018202848",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 48 14 62 63 384,,,,,,,,http://www.sosw.tarnow.pl/,,,,,Tadeusza Romanowicza,,Specjalny Ośrodek Szkolno – Wychowawczy im. Eugenii Gierat w Tarnowie,,33-100,,"9",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9177655458888,50.0085843602427,w1027203220,"1027203220",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,MEiN,+48 633 15 17,,,,,,,,https://zss.tarnow.pl/,,,,,Zbylitowska,,Szkoła Podstawowa Nr 20 z Oddziałami Sportowymi im. Polskich Olimpijczyków W Tarnowie,,33-101,,"7",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9200772163196,50.0077650494476,w1027203222,"1027203222",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9235921160475,49.988369228915,w1027658269,"1027658269",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,roman_catholic,,,,,,,,,,,,,,,,,,,,,+48 14 626 75 35,,,,,,,,https://zspsc.pl/przedszkole/aktualnosci-przedszkolne,,,,,Pszenna,,Zespół Szkolno-Przedszkolny Sacré Coeur w Tarnowie,,33-101,,"3",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9844594026182,50.0245008819918,w1028779152,"1028779152",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.98458500934,50.0101893066374,w1032365493,"1032365493",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generała Józefa Bema,,Zespół Szkół Ekonomiczno-Gastronomicznych,,33-110,,9/11,Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9808133581861,50.0176655608902,w1145443989,"1145443989",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,,,,,,,,,,,,,,,,,,,,,,https://v-lo.tarnow.pl/,,,,,Tadeusza Rejtana,,V Liceum Ogólnokształcące im. Janusza Korczaka,,33-100,,"20",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
21.00091516382,50.0079945233309,w1314609213,"1314609213",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,Gumniska,,Społeczna Szkoła Podstawowa nr 1 im. ks. prof. J. Tischnera,,33-100,,"47",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
21.0070707024845,50.0052995852746,w1315088328,"1315088328",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zespół Szkół Ekonomiczno-Ogrodniczych,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9956206531159,50.0255805146916,w1375421799,"1375421799",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleja Matki Bożej Fatimskiej,,Zespół Szkół Budowlanych - Warsztaty,,33-100,,"28",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9160117649029,50.0120374950038,w1413092042,"1413092042",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-13,,,,,,,,,,,,,,,,,,,,,,https://zst-tarnow.pl/,,,,,,,Zespół Szkół Technicznych im. I. Mościckiego w Tarnowie - pracownia techniczna,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.917122330848,50.0107288954315,w1413092043,"1413092043",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ckziu.tarnow.pl/,,,,,,,Hala Sportowa CKZiU Tarnów,,,,,,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
20.9725057364993,50.0058229789368,w1465714844,"1465714844",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,https://www.szkolyrzemiosla.tarnow.pl/,,,,,Plac Dworcowy,,Rzemieślnicza Branżowa Szkoła I Stopnia w Tarnowie,,33-100,,5a,Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
21.0107388082616,50.0048185409906,w1466319642,"1466319642",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,Błotna,,,,33-100,,"2",Tarnów,Tarnów,,59564084B93779816142112,POL,ADM3,Tarnów,,97123803B93779816142112,POL,ADM2
21.1439091308766,50.3177146457876,w231715318,"231715318",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,szczucin.e-mapa.net,,"0830463",,,,,,,,+48 14 643 12 24,,,,,,,,http://zspborki.webd.pro,,,,,,,Zespół Szkół w Borkach,school,33-203,Borki,"164",,gmina Szczucin,,59564084B38538613747508,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.8487159856513,50.2667380218551,w231736390,"231736390",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,"0813252",,,,,,,,,,,,,,,,,,,,,,,Szkoła podstawowa,school,33-222,Samocice,"223",,gmina Bolesław,,59564084B13460111809230,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
21.0997865985496,50.2738987375827,w231748570,"231748570",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,Szkoła podstawowa,,,,,Zabrnie,gmina Szczucin,,59564084B38538613747508,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.9533787945487,50.213205637342,w300750268,"300750268",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,"0825522",,,,,,,,,,,,,,,,,,,,,,,Zespół Szkół im. Władysława Stanisława Reymonta w Brniu,school,,Breń,"3",,gmina Olesno,,59564084B24919807570723,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.9882085111044,50.1722875403735,w354623115,"354623115",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kościelna,,Szkoła Podstawowa nr 1im.Jana Pawła II w Dąbrowie Tarnowskiej,yes,33-200,,25a,Dąbrowa Tarnowska,gmina Dąbrowa Tarnowska,,59564084B55263421772615,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.9890134573751,50.1723789788855,w354637102,"354637102",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmina Dąbrowa Tarnowska,,59564084B55263421772615,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.9845323532798,50.1759479898869,w354641361,"354641361",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+48 14 655 92 30,,,,,,,,http://www.sp2dt.pl/,,,,,,,Szkoła Podstawowa nr 2 im. Mikołaja Kopernika w Dąbrowie Tarnowskiej,,,,,,gmina Dąbrowa Tarnowska,,59564084B55263421772615,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.9847939727378,50.1780835887247,w354655229,"354655229",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,"84160",,,,,,,,,Szkoła Podstawowa nr 2 im. Mikołaja Kopernika,,,,,,gmina Dąbrowa Tarnowska,,59564084B55263421772615,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.9289327170593,50.2035065641617,w365708901,"365708901",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.spolesno.pl/,,,,,,,Szkoła Podstawowa im. Bł. K. Kard. Stefana Wyszyńskiego,,,,,,gmina Olesno,,59564084B24919807570723,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
20.9837416773487,50.1742460028388,w390586336,"390586336",way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e-mapa,,,,,,Q4294477,government,MEN,Ministerstwo Edukacji Narodowej,,,,,,,,,,,,,,Tadeusza Kościuszki,,Zespół Szkół im.Krzysztofa Kamila Baczyńskiego w Dąbrowie Tarnowskiej,,33-200,,"5",Dąbrowa Tarnowska,gmina Dąbrowa Tarnowska,,59564084B55263421772615,POL,ADM3,powiat dąbrowski,,97123803B73864574049644,POL,ADM2
